,link
538,/date/1993-07-05/?ref_=bo_di_table_180
539,/date/1993-07-04/?ref_=bo_di_table_181
540,/date/1993-07-03/?ref_=bo_di_table_182
541,/date/1993-07-02/?ref_=bo_di_table_183
542,/date/1993-07-01/?ref_=bo_di_table_184
543,/date/1993-06-30/?ref_=bo_di_table_185
544,/date/1993-06-29/?ref_=bo_di_table_186
545,/date/1993-06-28/?ref_=bo_di_table_187
546,/date/1993-06-27/?ref_=bo_di_table_188
547,/date/1993-06-26/?ref_=bo_di_table_189
548,/date/1993-06-25/?ref_=bo_di_table_190
549,/date/1993-06-24/?ref_=bo_di_table_191
550,/date/1993-06-23/?ref_=bo_di_table_192
551,/date/1993-06-22/?ref_=bo_di_table_193
552,/date/1993-06-21/?ref_=bo_di_table_194
553,/date/1993-06-20/?ref_=bo_di_table_195
554,/date/1993-06-19/?ref_=bo_di_table_196
555,/date/1993-06-18/?ref_=bo_di_table_197
556,/date/1993-06-17/?ref_=bo_di_table_198
557,/date/1993-06-16/?ref_=bo_di_table_199
558,/date/1993-06-15/?ref_=bo_di_table_200
559,/date/1993-06-14/?ref_=bo_di_table_201
560,/date/1993-06-13/?ref_=bo_di_table_202
561,/date/1993-06-12/?ref_=bo_di_table_203
562,/date/1993-06-11/?ref_=bo_di_table_204
563,/date/1993-06-10/?ref_=bo_di_table_205
564,/date/1993-06-09/?ref_=bo_di_table_206
565,/date/1993-06-08/?ref_=bo_di_table_207
566,/date/1993-06-07/?ref_=bo_di_table_208
567,/date/1993-06-06/?ref_=bo_di_table_209
568,/date/1993-06-05/?ref_=bo_di_table_210
569,/date/1993-06-04/?ref_=bo_di_table_211
570,/date/1993-06-03/?ref_=bo_di_table_212
571,/date/1993-06-02/?ref_=bo_di_table_213
572,/date/1993-06-01/?ref_=bo_di_table_214
573,/date/1993-05-31/?ref_=bo_di_table_215
574,/date/1993-05-30/?ref_=bo_di_table_216
575,/date/1993-05-29/?ref_=bo_di_table_217
576,/date/1993-05-28/?ref_=bo_di_table_218
577,/date/1993-05-27/?ref_=bo_di_table_219
578,/date/1993-05-26/?ref_=bo_di_table_220
579,/date/1993-05-25/?ref_=bo_di_table_221
580,/date/1993-05-24/?ref_=bo_di_table_222
581,/date/1993-05-23/?ref_=bo_di_table_223
582,/date/1993-05-22/?ref_=bo_di_table_224
583,/date/1993-05-21/?ref_=bo_di_table_225
584,/date/1993-05-20/?ref_=bo_di_table_226
585,/date/1993-05-19/?ref_=bo_di_table_227
586,/date/1993-05-18/?ref_=bo_di_table_228
587,/date/1993-05-17/?ref_=bo_di_table_229
588,/date/1993-05-16/?ref_=bo_di_table_230
589,/date/1993-05-15/?ref_=bo_di_table_231
590,/date/1993-05-14/?ref_=bo_di_table_232
591,/date/1993-05-13/?ref_=bo_di_table_233
592,/date/1993-05-12/?ref_=bo_di_table_234
593,/date/1993-05-11/?ref_=bo_di_table_235
594,/date/1993-05-10/?ref_=bo_di_table_236
595,/date/1993-05-09/?ref_=bo_di_table_237
596,/date/1993-05-08/?ref_=bo_di_table_238
597,/date/1993-05-07/?ref_=bo_di_table_239
598,/date/1993-05-06/?ref_=bo_di_table_240
599,/date/1993-05-05/?ref_=bo_di_table_241
600,/date/1993-05-04/?ref_=bo_di_table_242
601,/date/1993-05-03/?ref_=bo_di_table_243
602,/date/1993-05-02/?ref_=bo_di_table_244
603,/date/1993-05-01/?ref_=bo_di_table_245
604,/date/1993-04-30/?ref_=bo_di_table_246
605,/date/1993-04-29/?ref_=bo_di_table_247
606,/date/1993-04-28/?ref_=bo_di_table_248
607,/date/1993-04-27/?ref_=bo_di_table_249
608,/date/1993-04-26/?ref_=bo_di_table_250
609,/date/1993-04-25/?ref_=bo_di_table_251
610,/date/1993-04-24/?ref_=bo_di_table_252
611,/date/1993-04-23/?ref_=bo_di_table_253
612,/date/1993-04-22/?ref_=bo_di_table_254
613,/date/1993-04-21/?ref_=bo_di_table_255
614,/date/1993-04-20/?ref_=bo_di_table_256
615,/date/1993-04-19/?ref_=bo_di_table_257
616,/date/1993-04-18/?ref_=bo_di_table_258
617,/date/1993-04-17/?ref_=bo_di_table_259
618,/date/1993-04-16/?ref_=bo_di_table_260
619,/date/1993-04-15/?ref_=bo_di_table_261
620,/date/1993-04-14/?ref_=bo_di_table_262
621,/date/1993-04-13/?ref_=bo_di_table_263
622,/date/1993-04-12/?ref_=bo_di_table_264
623,/date/1993-04-11/?ref_=bo_di_table_265
624,/date/1993-04-10/?ref_=bo_di_table_266
625,/date/1993-04-09/?ref_=bo_di_table_267
626,/date/1993-04-08/?ref_=bo_di_table_268
627,/date/1993-04-07/?ref_=bo_di_table_269
628,/date/1993-04-06/?ref_=bo_di_table_270
629,/date/1993-04-05/?ref_=bo_di_table_271
630,/date/1993-04-04/?ref_=bo_di_table_272
631,/date/1993-04-03/?ref_=bo_di_table_273
632,/date/1993-04-02/?ref_=bo_di_table_274
633,/date/1993-04-01/?ref_=bo_di_table_275
634,/date/1993-03-31/?ref_=bo_di_table_276
635,/date/1993-03-30/?ref_=bo_di_table_277
636,/date/1993-03-29/?ref_=bo_di_table_278
637,/date/1993-03-28/?ref_=bo_di_table_279
638,/date/1993-03-27/?ref_=bo_di_table_280
639,/date/1993-03-26/?ref_=bo_di_table_281
640,/date/1993-03-25/?ref_=bo_di_table_282
641,/date/1993-03-24/?ref_=bo_di_table_283
642,/date/1993-03-23/?ref_=bo_di_table_284
643,/date/1993-03-22/?ref_=bo_di_table_285
644,/date/1993-03-21/?ref_=bo_di_table_286
645,/date/1993-03-20/?ref_=bo_di_table_287
646,/date/1993-03-19/?ref_=bo_di_table_288
647,/date/1993-03-18/?ref_=bo_di_table_289
648,/date/1993-03-17/?ref_=bo_di_table_290
649,/date/1993-03-16/?ref_=bo_di_table_291
650,/date/1993-03-15/?ref_=bo_di_table_292
651,/date/1993-03-14/?ref_=bo_di_table_293
652,/date/1993-03-13/?ref_=bo_di_table_294
653,/date/1993-03-12/?ref_=bo_di_table_295
654,/date/1993-03-11/?ref_=bo_di_table_296
655,/date/1993-03-10/?ref_=bo_di_table_297
656,/date/1993-03-09/?ref_=bo_di_table_298
657,/date/1993-03-08/?ref_=bo_di_table_299
658,/date/1993-03-07/?ref_=bo_di_table_300
659,/date/1993-03-06/?ref_=bo_di_table_301
660,/date/1993-03-05/?ref_=bo_di_table_302
661,/date/1993-03-04/?ref_=bo_di_table_303
662,/date/1993-03-03/?ref_=bo_di_table_304
663,/date/1993-03-02/?ref_=bo_di_table_305
664,/date/1993-03-01/?ref_=bo_di_table_306
665,/date/1993-02-28/?ref_=bo_di_table_307
666,/date/1993-02-27/?ref_=bo_di_table_308
667,/date/1993-02-26/?ref_=bo_di_table_309
668,/date/1993-02-25/?ref_=bo_di_table_310
669,/date/1993-02-24/?ref_=bo_di_table_311
670,/date/1993-02-23/?ref_=bo_di_table_312
671,/date/1993-02-22/?ref_=bo_di_table_313
672,/date/1993-02-21/?ref_=bo_di_table_314
673,/date/1993-02-20/?ref_=bo_di_table_315
674,/date/1993-02-19/?ref_=bo_di_table_316
675,/date/1993-02-18/?ref_=bo_di_table_317
676,/date/1993-02-17/?ref_=bo_di_table_318
677,/date/1993-02-16/?ref_=bo_di_table_319
678,/date/1993-02-15/?ref_=bo_di_table_320
679,/date/1993-02-14/?ref_=bo_di_table_321
680,/date/1993-02-13/?ref_=bo_di_table_322
681,/date/1993-02-12/?ref_=bo_di_table_323
682,/date/1993-02-11/?ref_=bo_di_table_324
683,/date/1993-02-10/?ref_=bo_di_table_325
684,/date/1993-02-09/?ref_=bo_di_table_326
685,/date/1993-02-08/?ref_=bo_di_table_327
686,/date/1993-02-07/?ref_=bo_di_table_328
687,/date/1993-02-06/?ref_=bo_di_table_329
688,/date/1993-02-05/?ref_=bo_di_table_330
689,/date/1993-02-04/?ref_=bo_di_table_331
690,/date/1993-02-03/?ref_=bo_di_table_332
691,/date/1993-02-02/?ref_=bo_di_table_333
692,/date/1993-02-01/?ref_=bo_di_table_334
693,/date/1993-01-31/?ref_=bo_di_table_335
694,/date/1993-01-30/?ref_=bo_di_table_336
695,/date/1993-01-29/?ref_=bo_di_table_337
696,/date/1993-01-28/?ref_=bo_di_table_338
697,/date/1993-01-27/?ref_=bo_di_table_339
698,/date/1993-01-26/?ref_=bo_di_table_340
699,/date/1993-01-25/?ref_=bo_di_table_341
700,/date/1993-01-24/?ref_=bo_di_table_342
701,/date/1993-01-23/?ref_=bo_di_table_343
702,/date/1993-01-22/?ref_=bo_di_table_344
703,/date/1993-01-21/?ref_=bo_di_table_345
704,/date/1993-01-20/?ref_=bo_di_table_346
705,/date/1993-01-19/?ref_=bo_di_table_347
706,/date/1993-01-18/?ref_=bo_di_table_348
707,/date/1993-01-17/?ref_=bo_di_table_349
708,/date/1993-01-16/?ref_=bo_di_table_350
709,/date/1993-01-15/?ref_=bo_di_table_351
710,/date/1993-01-14/?ref_=bo_di_table_352
711,/date/1993-01-13/?ref_=bo_di_table_353
712,/date/1993-01-12/?ref_=bo_di_table_354
713,/date/1993-01-11/?ref_=bo_di_table_355
714,/date/1993-01-10/?ref_=bo_di_table_356
715,/date/1993-01-09/?ref_=bo_di_table_357
716,/date/1993-01-08/?ref_=bo_di_table_358
717,/date/1993-01-07/?ref_=bo_di_table_359
718,/date/1993-01-06/?ref_=bo_di_table_360
719,/date/1993-01-05/?ref_=bo_di_table_361
720,/date/1993-01-04/?ref_=bo_di_table_362
721,/date/1993-01-03/?ref_=bo_di_table_363
722,/date/1993-01-02/?ref_=bo_di_table_364
723,/date/1993-01-01/?ref_=bo_di_table_365
724,/date/1994-12-31/?ref_=bo_di_table_1
725,/date/1994-12-30/?ref_=bo_di_table_2
726,/date/1994-12-29/?ref_=bo_di_table_3
727,/date/1994-12-28/?ref_=bo_di_table_4
728,/date/1994-12-27/?ref_=bo_di_table_5
729,/date/1994-12-26/?ref_=bo_di_table_6
730,/date/1994-12-25/?ref_=bo_di_table_7
731,/date/1994-12-24/?ref_=bo_di_table_8
732,/date/1994-12-23/?ref_=bo_di_table_9
733,/date/1994-12-22/?ref_=bo_di_table_10
734,/date/1994-12-21/?ref_=bo_di_table_11
735,/date/1994-10-20/?ref_=bo_di_table_12
736,/date/1994-10-19/?ref_=bo_di_table_13
737,/date/1994-10-18/?ref_=bo_di_table_14
738,/date/1994-10-17/?ref_=bo_di_table_15
739,/date/1994-10-16/?ref_=bo_di_table_16
740,/date/1994-10-15/?ref_=bo_di_table_17
741,/date/1994-10-14/?ref_=bo_di_table_18
742,/date/1994-10-13/?ref_=bo_di_table_19
743,/date/1994-10-12/?ref_=bo_di_table_20
744,/date/1994-10-11/?ref_=bo_di_table_21
745,/date/1994-10-10/?ref_=bo_di_table_22
746,/date/1994-10-09/?ref_=bo_di_table_23
747,/date/1994-10-08/?ref_=bo_di_table_24
748,/date/1994-10-07/?ref_=bo_di_table_25
749,/date/1994-10-06/?ref_=bo_di_table_26
750,/date/1994-10-05/?ref_=bo_di_table_27
751,/date/1994-10-04/?ref_=bo_di_table_28
752,/date/1994-10-03/?ref_=bo_di_table_29
753,/date/1994-10-02/?ref_=bo_di_table_30
754,/date/1994-10-01/?ref_=bo_di_table_31
755,/date/1994-09-30/?ref_=bo_di_table_32
756,/date/1994-09-29/?ref_=bo_di_table_33
757,/date/1994-09-28/?ref_=bo_di_table_34
758,/date/1994-09-27/?ref_=bo_di_table_35
759,/date/1994-09-26/?ref_=bo_di_table_36
760,/date/1994-09-25/?ref_=bo_di_table_37
761,/date/1994-09-24/?ref_=bo_di_table_38
762,/date/1994-09-23/?ref_=bo_di_table_39
763,/date/1994-09-22/?ref_=bo_di_table_40
764,/date/1994-09-21/?ref_=bo_di_table_41
765,/date/1994-09-20/?ref_=bo_di_table_42
766,/date/1994-09-19/?ref_=bo_di_table_43
767,/date/1994-09-18/?ref_=bo_di_table_44
768,/date/1994-09-17/?ref_=bo_di_table_45
769,/date/1994-09-16/?ref_=bo_di_table_46
770,/date/1994-09-15/?ref_=bo_di_table_47
771,/date/1994-09-14/?ref_=bo_di_table_48
772,/date/1994-09-13/?ref_=bo_di_table_49
773,/date/1994-09-12/?ref_=bo_di_table_50
774,/date/1994-09-11/?ref_=bo_di_table_51
775,/date/1994-09-10/?ref_=bo_di_table_52
776,/date/1994-09-09/?ref_=bo_di_table_53
777,/date/1994-09-08/?ref_=bo_di_table_54
778,/date/1994-09-07/?ref_=bo_di_table_55
779,/date/1994-09-06/?ref_=bo_di_table_56
780,/date/1994-09-05/?ref_=bo_di_table_57
781,/date/1994-09-04/?ref_=bo_di_table_58
782,/date/1994-09-03/?ref_=bo_di_table_59
783,/date/1994-09-02/?ref_=bo_di_table_60
784,/date/1994-09-01/?ref_=bo_di_table_61
785,/date/1994-08-31/?ref_=bo_di_table_62
786,/date/1994-08-30/?ref_=bo_di_table_63
787,/date/1994-08-29/?ref_=bo_di_table_64
788,/date/1994-08-28/?ref_=bo_di_table_65
789,/date/1994-08-27/?ref_=bo_di_table_66
790,/date/1994-08-26/?ref_=bo_di_table_67
791,/date/1994-08-25/?ref_=bo_di_table_68
792,/date/1994-08-24/?ref_=bo_di_table_69
793,/date/1994-08-23/?ref_=bo_di_table_70
794,/date/1994-08-22/?ref_=bo_di_table_71
795,/date/1994-08-21/?ref_=bo_di_table_72
796,/date/1994-08-20/?ref_=bo_di_table_73
797,/date/1994-08-19/?ref_=bo_di_table_74
798,/date/1994-08-18/?ref_=bo_di_table_75
799,/date/1994-08-17/?ref_=bo_di_table_76
800,/date/1994-08-16/?ref_=bo_di_table_77
801,/date/1994-08-15/?ref_=bo_di_table_78
802,/date/1994-08-14/?ref_=bo_di_table_79
803,/date/1994-08-13/?ref_=bo_di_table_80
804,/date/1994-08-12/?ref_=bo_di_table_81
805,/date/1994-08-11/?ref_=bo_di_table_82
806,/date/1994-08-10/?ref_=bo_di_table_83
807,/date/1994-08-09/?ref_=bo_di_table_84
808,/date/1994-08-08/?ref_=bo_di_table_85
809,/date/1994-08-07/?ref_=bo_di_table_86
810,/date/1994-08-06/?ref_=bo_di_table_87
811,/date/1994-08-05/?ref_=bo_di_table_88
812,/date/1994-08-04/?ref_=bo_di_table_89
813,/date/1994-08-03/?ref_=bo_di_table_90
814,/date/1994-08-02/?ref_=bo_di_table_91
815,/date/1994-08-01/?ref_=bo_di_table_92
816,/date/1994-07-31/?ref_=bo_di_table_93
817,/date/1994-07-30/?ref_=bo_di_table_94
818,/date/1994-07-29/?ref_=bo_di_table_95
819,/date/1994-07-28/?ref_=bo_di_table_96
820,/date/1994-07-27/?ref_=bo_di_table_97
821,/date/1994-07-26/?ref_=bo_di_table_98
822,/date/1994-07-25/?ref_=bo_di_table_99
823,/date/1994-07-24/?ref_=bo_di_table_100
824,/date/1994-07-23/?ref_=bo_di_table_101
825,/date/1994-07-22/?ref_=bo_di_table_102
826,/date/1994-07-21/?ref_=bo_di_table_103
827,/date/1994-07-20/?ref_=bo_di_table_104
828,/date/1994-07-19/?ref_=bo_di_table_105
829,/date/1994-07-18/?ref_=bo_di_table_106
830,/date/1994-07-17/?ref_=bo_di_table_107
831,/date/1994-07-16/?ref_=bo_di_table_108
832,/date/1994-07-15/?ref_=bo_di_table_109
833,/date/1994-07-14/?ref_=bo_di_table_110
834,/date/1994-07-13/?ref_=bo_di_table_111
835,/date/1994-07-12/?ref_=bo_di_table_112
836,/date/1994-07-11/?ref_=bo_di_table_113
837,/date/1994-07-10/?ref_=bo_di_table_114
838,/date/1994-07-09/?ref_=bo_di_table_115
839,/date/1994-07-08/?ref_=bo_di_table_116
840,/date/1994-07-07/?ref_=bo_di_table_117
841,/date/1994-07-06/?ref_=bo_di_table_118
842,/date/1994-07-05/?ref_=bo_di_table_119
843,/date/1994-07-04/?ref_=bo_di_table_120
844,/date/1994-07-03/?ref_=bo_di_table_121
845,/date/1994-07-02/?ref_=bo_di_table_122
846,/date/1994-07-01/?ref_=bo_di_table_123
847,/date/1994-06-30/?ref_=bo_di_table_124
848,/date/1994-06-29/?ref_=bo_di_table_125
849,/date/1994-06-28/?ref_=bo_di_table_126
850,/date/1994-06-27/?ref_=bo_di_table_127
851,/date/1994-06-26/?ref_=bo_di_table_128
852,/date/1994-06-25/?ref_=bo_di_table_129
853,/date/1994-06-24/?ref_=bo_di_table_130
854,/date/1994-06-23/?ref_=bo_di_table_131
855,/date/1994-06-22/?ref_=bo_di_table_132
856,/date/1994-06-21/?ref_=bo_di_table_133
857,/date/1994-06-20/?ref_=bo_di_table_134
858,/date/1994-06-19/?ref_=bo_di_table_135
859,/date/1994-06-18/?ref_=bo_di_table_136
860,/date/1994-06-17/?ref_=bo_di_table_137
861,/date/1994-06-16/?ref_=bo_di_table_138
862,/date/1994-06-15/?ref_=bo_di_table_139
863,/date/1994-06-14/?ref_=bo_di_table_140
864,/date/1994-06-13/?ref_=bo_di_table_141
865,/date/1994-06-12/?ref_=bo_di_table_142
866,/date/1994-06-11/?ref_=bo_di_table_143
867,/date/1994-06-10/?ref_=bo_di_table_144
868,/date/1994-06-09/?ref_=bo_di_table_145
869,/date/1994-06-08/?ref_=bo_di_table_146
870,/date/1994-06-07/?ref_=bo_di_table_147
871,/date/1994-06-06/?ref_=bo_di_table_148
872,/date/1994-06-05/?ref_=bo_di_table_149
873,/date/1994-06-04/?ref_=bo_di_table_150
874,/date/1994-06-03/?ref_=bo_di_table_151
875,/date/1994-06-02/?ref_=bo_di_table_152
876,/date/1994-06-01/?ref_=bo_di_table_153
877,/date/1994-05-31/?ref_=bo_di_table_154
878,/date/1994-05-30/?ref_=bo_di_table_155
879,/date/1994-05-29/?ref_=bo_di_table_156
880,/date/1994-05-28/?ref_=bo_di_table_157
881,/date/1994-05-27/?ref_=bo_di_table_158
882,/date/1994-05-26/?ref_=bo_di_table_159
883,/date/1994-05-25/?ref_=bo_di_table_160
884,/date/1994-05-24/?ref_=bo_di_table_161
885,/date/1994-05-23/?ref_=bo_di_table_162
886,/date/1994-05-22/?ref_=bo_di_table_163
887,/date/1994-05-21/?ref_=bo_di_table_164
888,/date/1994-05-20/?ref_=bo_di_table_165
889,/date/1994-05-19/?ref_=bo_di_table_166
890,/date/1994-05-18/?ref_=bo_di_table_167
891,/date/1994-05-17/?ref_=bo_di_table_168
892,/date/1994-05-16/?ref_=bo_di_table_169
893,/date/1994-05-15/?ref_=bo_di_table_170
894,/date/1994-05-14/?ref_=bo_di_table_171
895,/date/1994-05-13/?ref_=bo_di_table_172
896,/date/1994-05-12/?ref_=bo_di_table_173
897,/date/1994-05-11/?ref_=bo_di_table_174
898,/date/1994-05-10/?ref_=bo_di_table_175
899,/date/1994-05-09/?ref_=bo_di_table_176
900,/date/1994-05-08/?ref_=bo_di_table_177
901,/date/1994-05-07/?ref_=bo_di_table_178
902,/date/1994-05-06/?ref_=bo_di_table_179
903,/date/1994-05-05/?ref_=bo_di_table_180
904,/date/1994-05-04/?ref_=bo_di_table_181
905,/date/1994-05-03/?ref_=bo_di_table_182
906,/date/1994-05-02/?ref_=bo_di_table_183
907,/date/1994-05-01/?ref_=bo_di_table_184
908,/date/1994-04-30/?ref_=bo_di_table_185
909,/date/1994-04-29/?ref_=bo_di_table_186
910,/date/1994-04-28/?ref_=bo_di_table_187
911,/date/1994-04-27/?ref_=bo_di_table_188
912,/date/1994-04-26/?ref_=bo_di_table_189
913,/date/1994-04-25/?ref_=bo_di_table_190
914,/date/1994-04-24/?ref_=bo_di_table_191
915,/date/1994-04-23/?ref_=bo_di_table_192
916,/date/1994-04-22/?ref_=bo_di_table_193
917,/date/1994-04-21/?ref_=bo_di_table_194
918,/date/1994-04-20/?ref_=bo_di_table_195
919,/date/1994-04-19/?ref_=bo_di_table_196
920,/date/1994-04-18/?ref_=bo_di_table_197
921,/date/1994-04-17/?ref_=bo_di_table_198
922,/date/1994-04-16/?ref_=bo_di_table_199
923,/date/1994-04-15/?ref_=bo_di_table_200
924,/date/1994-04-14/?ref_=bo_di_table_201
925,/date/1994-04-13/?ref_=bo_di_table_202
926,/date/1994-04-12/?ref_=bo_di_table_203
927,/date/1994-04-11/?ref_=bo_di_table_204
928,/date/1994-04-10/?ref_=bo_di_table_205
929,/date/1994-04-09/?ref_=bo_di_table_206
930,/date/1994-04-08/?ref_=bo_di_table_207
931,/date/1994-04-07/?ref_=bo_di_table_208
932,/date/1994-04-06/?ref_=bo_di_table_209
933,/date/1994-04-05/?ref_=bo_di_table_210
934,/date/1994-04-04/?ref_=bo_di_table_211
935,/date/1994-04-03/?ref_=bo_di_table_212
936,/date/1994-04-02/?ref_=bo_di_table_213
937,/date/1994-04-01/?ref_=bo_di_table_214
938,/date/1994-03-31/?ref_=bo_di_table_215
939,/date/1994-03-30/?ref_=bo_di_table_216
940,/date/1994-03-29/?ref_=bo_di_table_217
941,/date/1994-03-28/?ref_=bo_di_table_218
942,/date/1994-03-27/?ref_=bo_di_table_219
943,/date/1994-03-26/?ref_=bo_di_table_220
944,/date/1994-03-25/?ref_=bo_di_table_221
945,/date/1994-03-24/?ref_=bo_di_table_222
946,/date/1994-03-23/?ref_=bo_di_table_223
947,/date/1994-03-22/?ref_=bo_di_table_224
948,/date/1994-03-21/?ref_=bo_di_table_225
949,/date/1994-03-20/?ref_=bo_di_table_226
950,/date/1994-03-19/?ref_=bo_di_table_227
951,/date/1994-03-18/?ref_=bo_di_table_228
952,/date/1994-03-17/?ref_=bo_di_table_229
953,/date/1994-03-16/?ref_=bo_di_table_230
954,/date/1994-03-15/?ref_=bo_di_table_231
955,/date/1994-03-14/?ref_=bo_di_table_232
956,/date/1994-03-13/?ref_=bo_di_table_233
957,/date/1994-03-12/?ref_=bo_di_table_234
958,/date/1994-03-11/?ref_=bo_di_table_235
959,/date/1994-03-10/?ref_=bo_di_table_236
960,/date/1994-03-09/?ref_=bo_di_table_237
961,/date/1994-03-08/?ref_=bo_di_table_238
962,/date/1994-03-07/?ref_=bo_di_table_239
963,/date/1994-03-06/?ref_=bo_di_table_240
964,/date/1994-03-05/?ref_=bo_di_table_241
965,/date/1994-03-04/?ref_=bo_di_table_242
966,/date/1994-03-03/?ref_=bo_di_table_243
967,/date/1994-03-02/?ref_=bo_di_table_244
968,/date/1994-03-01/?ref_=bo_di_table_245
969,/date/1994-02-28/?ref_=bo_di_table_246
970,/date/1994-02-27/?ref_=bo_di_table_247
971,/date/1994-02-26/?ref_=bo_di_table_248
972,/date/1994-02-25/?ref_=bo_di_table_249
973,/date/1994-02-24/?ref_=bo_di_table_250
974,/date/1994-02-23/?ref_=bo_di_table_251
975,/date/1994-02-22/?ref_=bo_di_table_252
976,/date/1994-02-21/?ref_=bo_di_table_253
977,/date/1994-02-20/?ref_=bo_di_table_254
978,/date/1994-02-19/?ref_=bo_di_table_255
979,/date/1994-02-18/?ref_=bo_di_table_256
980,/date/1994-02-17/?ref_=bo_di_table_257
981,/date/1994-02-16/?ref_=bo_di_table_258
982,/date/1994-02-15/?ref_=bo_di_table_259
983,/date/1994-02-14/?ref_=bo_di_table_260
984,/date/1994-02-13/?ref_=bo_di_table_261
985,/date/1994-02-12/?ref_=bo_di_table_262
986,/date/1994-02-11/?ref_=bo_di_table_263
987,/date/1994-02-10/?ref_=bo_di_table_264
988,/date/1994-02-09/?ref_=bo_di_table_265
989,/date/1994-02-08/?ref_=bo_di_table_266
990,/date/1994-02-07/?ref_=bo_di_table_267
991,/date/1994-02-06/?ref_=bo_di_table_268
992,/date/1994-02-05/?ref_=bo_di_table_269
993,/date/1994-02-04/?ref_=bo_di_table_270
994,/date/1994-02-03/?ref_=bo_di_table_271
995,/date/1994-02-02/?ref_=bo_di_table_272
996,/date/1994-02-01/?ref_=bo_di_table_273
997,/date/1994-01-31/?ref_=bo_di_table_274
998,/date/1994-01-30/?ref_=bo_di_table_275
999,/date/1994-01-29/?ref_=bo_di_table_276
1000,/date/1994-01-28/?ref_=bo_di_table_277
1001,/date/1994-01-27/?ref_=bo_di_table_278
1002,/date/1994-01-26/?ref_=bo_di_table_279
1003,/date/1994-01-25/?ref_=bo_di_table_280
1004,/date/1994-01-24/?ref_=bo_di_table_281
1005,/date/1994-01-23/?ref_=bo_di_table_282
1006,/date/1994-01-22/?ref_=bo_di_table_283
1007,/date/1994-01-21/?ref_=bo_di_table_284
1008,/date/1994-01-20/?ref_=bo_di_table_285
1009,/date/1994-01-19/?ref_=bo_di_table_286
1010,/date/1994-01-18/?ref_=bo_di_table_287
1011,/date/1994-01-17/?ref_=bo_di_table_288
1012,/date/1994-01-16/?ref_=bo_di_table_289
1013,/date/1994-01-15/?ref_=bo_di_table_290
1014,/date/1994-01-14/?ref_=bo_di_table_291
1015,/date/1994-01-13/?ref_=bo_di_table_292
1016,/date/1994-01-12/?ref_=bo_di_table_293
1017,/date/1994-01-11/?ref_=bo_di_table_294
1018,/date/1994-01-10/?ref_=bo_di_table_295
1019,/date/1994-01-09/?ref_=bo_di_table_296
1020,/date/1994-01-08/?ref_=bo_di_table_297
1021,/date/1994-01-07/?ref_=bo_di_table_298
1022,/date/1994-01-06/?ref_=bo_di_table_299
1023,/date/1994-01-05/?ref_=bo_di_table_300
1024,/date/1994-01-04/?ref_=bo_di_table_301
1025,/date/1994-01-03/?ref_=bo_di_table_302
1026,/date/1994-01-02/?ref_=bo_di_table_303
1027,/date/1994-01-01/?ref_=bo_di_table_304
1028,/date/2004-12-31/?ref_=bo_di_table_1
1029,/date/2004-12-30/?ref_=bo_di_table_2
1030,/date/2004-12-29/?ref_=bo_di_table_3
1031,/date/2004-12-28/?ref_=bo_di_table_4
1032,/date/2004-12-27/?ref_=bo_di_table_5
1033,/date/2004-12-26/?ref_=bo_di_table_6
1034,/date/2004-12-25/?ref_=bo_di_table_7
1035,/date/2004-12-24/?ref_=bo_di_table_8
1036,/date/2004-12-23/?ref_=bo_di_table_9
1037,/date/2004-12-22/?ref_=bo_di_table_10
1038,/date/2004-12-21/?ref_=bo_di_table_11
1039,/date/2004-12-20/?ref_=bo_di_table_12
1040,/date/2004-12-19/?ref_=bo_di_table_13
1041,/date/2004-12-18/?ref_=bo_di_table_14
1042,/date/2004-12-17/?ref_=bo_di_table_15
1043,/date/2004-12-16/?ref_=bo_di_table_16
1044,/date/2004-12-15/?ref_=bo_di_table_17
1045,/date/2004-12-14/?ref_=bo_di_table_18
1046,/date/2004-12-13/?ref_=bo_di_table_19
1047,/date/2004-12-12/?ref_=bo_di_table_20
1048,/date/2004-12-11/?ref_=bo_di_table_21
1049,/date/2004-12-10/?ref_=bo_di_table_22
1050,/date/2004-12-09/?ref_=bo_di_table_23
1051,/date/2004-12-08/?ref_=bo_di_table_24
1052,/date/2004-12-07/?ref_=bo_di_table_25
1053,/date/2004-12-06/?ref_=bo_di_table_26
1054,/date/2004-12-05/?ref_=bo_di_table_27
1055,/date/2004-12-04/?ref_=bo_di_table_28
1056,/date/2004-12-03/?ref_=bo_di_table_29
1057,/date/2004-12-02/?ref_=bo_di_table_30
1058,/date/2004-12-01/?ref_=bo_di_table_31
1059,/date/2004-11-30/?ref_=bo_di_table_32
1060,/date/2004-11-29/?ref_=bo_di_table_33
1061,/date/2004-11-28/?ref_=bo_di_table_34
1062,/date/2004-11-27/?ref_=bo_di_table_35
1063,/date/2004-11-26/?ref_=bo_di_table_36
1064,/date/2004-11-25/?ref_=bo_di_table_37
1065,/date/2004-11-24/?ref_=bo_di_table_38
1066,/date/2004-11-23/?ref_=bo_di_table_39
1067,/date/2004-11-22/?ref_=bo_di_table_40
1068,/date/2004-11-21/?ref_=bo_di_table_41
1069,/date/2004-11-20/?ref_=bo_di_table_42
1070,/date/2004-11-19/?ref_=bo_di_table_43
1071,/date/2004-11-18/?ref_=bo_di_table_44
1072,/date/2004-11-17/?ref_=bo_di_table_45
